weight,value
2,27
37,11
45,54
10,36
42,53
24,23
11,50
45,71
45,14
48,44
19,53
19,25
31,96
12,65
49,84
10,44
49,23
13,31
39,88
7,52
32,49
22,23
34,86
5,69
27,14
34,72
16,32
27,28
13,93
24,61
47,19
30,76
21,42
50,94
13,63
28,82
39,55
30,44
14,21
39,62
50,46
26,70
15,66
21,94
45,40
17,13
49,23
19,64
31,31
13,22
22,12
4,47
18,77
12,75
40,75
6,51
30,21
31,45
47,59
4,88
43,61
31,28
43,57
27,68
37,53
21,97
33,12
21,92
15,63
15,13
4,78
4,100
32,54
12,39
20,83
22,61
9,88
13,58
16,42
32,62
11,78
12,55
17,57
44,81
17,51
23,55
37,78
24,12
2,52
40,49
39,19
50,100
17,83
10,87
29,52
31,98
9,62
11,39
25,60
6,49
4,52
3,70
2,47
1,92
9,91
3,61
13,26
24,79
25,10
39,99
40,28
38,40
32,59
2,42
18,11
8,94
42,76
8,80
22,92
32,84
5,95
41,16
37,49
44,32
9,86
19,28
11,69
2,14
16,15
19,36
8,30
8,93
24,34
44,62
41,53
23,48
15,85
36,14
16,90
20,80
12,100
44,60
49,45
49,49
11,68
34,47
48,87
30,95
28,40
19,65
21,27
10,72
4,45
6,23
21,39
31,34
3,10
8,39
35,82
39,13
3,98
34,40
23,31
45,17
27,53
46,32
29,32
23,46
42,88
31,52
19,74
5,34
12,93
1,60
44,39
49,95
33,36
16,87
33,88
12,51
7,62
5,13
4,37
46,54
8,58
7,44
45,46
46,16
40,25
46,29
29,88
14,44
9,40
1,41
32,100
7,51
28,86
25,84
19,92
30,40
45,66
36,14
44,53
41,14
36,17
41,18
20,54
47,36
3,67
28,56
9,88
15,93
3,92
11,52
17,17
16,11
43,71
15,52
35,19
24,13
23,98
32,62
38,16
43,22
7,12
12,67
50,86
5,85
34,49
39,10
9,83
12,51
42,76
19,33
23,60
25,69
44,41
16,37
31,35
26,56
36,25
15,27
27,85
17,28
49,16
14,17
49,60
34,88
9,86
38,42
33,37
45,86
9,26
10,47
22,32
36,82
11,41
28,96
24,36
21,38
43,33
8,48
17,13
14,42
38,46
8,67
35,24
40,14
28,58
12,35
12,12
13,94
13,68
11,88
40,77
16,78
22,86
26,19
36,34
39,25
32,73
45,32
48,86
46,44
5,66
50,100
39,86
45,85
5,53
45,69
7,12
47,14
5,27
36,59
16,100
19,33
43,55
7,63
41,99
30,38
36,72
7,29
39,25
4,75
36,35
42,23
17,73
44,70
23,47
39,88
26,67
5,58
16,33
30,26
35,12
23,78
48,57
25,19
42,20
29,79
28,86
28,97
33,98
23,15
23,76
23,43
46,52
41,44
40,78
7,36
25,98
1,65
37,75
32,88
29,43
24,41
35,15
20,58
32,60
9,54
32,51
19,84
45,92
34,17
26,77
33,69
28,38
50,93
33,31
16,67
42,70
40,18
23,98
16,23
27,15
47,13
11,40
41,34
19,32
45,72
8,36
34,83
39,85
45,40
37,78
36,66
42,53
7,17
16,47
47,39
35,98
21,81
41,85
25,78
6,71
18,58
6,76
19,81
4,51
50,23
6,88
3,40
17,81
47,92
3,70
29,82
45,42
7,26
18,40
40,15
43,54
24,45
31,83
17,22
49,75
13,89
29,71
48,33
26,21
25,88
6,17
27,28
13,55
46,86
42,86
41,93
35,62
23,27
14,14
35,96
36,52
42,58
41,10
10,99
49,21
4,93
2,97
12,42
19,21
23,31
22,80
13,32
23,31
9,95
5,93
49,68
19,72
39,45
1,60
7,98
44,43
16,53
10,90
47,10
1,41
33,99
40,36
17,37
50,38
47,36
34,96
44,66
18,33
8,77
20,38
21,23
33,19
35,42
37,35
46,53
12,98
36,18
39,58
10,81
16,24
21,73
5,38
38,89
38,95
18,10
12,64
23,39
21,86
26,14
27,85
1,53
25,48
10,81
18,12
9,83
50,64
41,83
25,86
34,41
14,94
25,14
27,20
32,67
17,92
46,75
48,32
32,83
24,53
39,81
20,59
18,42
18,24
12,83
12,60
32,56
35,64
39,100
28,86
9,54
48,100
44,18
44,94
17,44
48,12
10,95
5,13
1,86
26,61
46,76
28,61
30,42
39,61
23,73
17,43
25,72
6,72
28,33
26,84
29,58
42,17
7,28
6,51
37,85
44,44
33,74
6,29
31,30
24,30
20,20
33,56
45,54
19,14
25,67
6,15
8,52
6,79
23,29
37,75
10,32
23,98
11,23
34,71
2,26
17,18
48,76
24,72
35,47
1,64
5,34
21,90
41,62
16,48
10,49
50,73
33,12
36,55
21,67
38,45
39,93
11,66
8,84
41,55
34,77
30,43
4,88
17,87
38,83
30,99
24,14
10,59
31,11
43,63
8,28
43,93
48,60
20,75
12,25
44,83
44,28
11,100
49,27
35,69
46,74
18,35
39,39
29,49
31,45
10,20
37,69
41,75
6,30
9,80
13,52
6,27
34,76
4,51
46,59
32,90
46,86
39,61
34,53
25,75
4,90
29,28
2,80
43,39
4,44
16,38
20,86
3,20
4,99
42,100
7,90
15,19
47,54
22,12
50,97
31,46
37,86
12,72
29,80
46,11
45,73
5,51
29,44
21,46
42,35
19,60
2,43
31,57
42,43
37,62
30,24
13,14
38,38
6,80
39,21
18,92
19,93
37,85
44,67
22,68
33,77
48,67
6,20
14,25
30,65
32,55
14,75
23,97
46,20
24,19
48,76
7,84
46,44
41,57
24,53
36,78
19,61
6,61
23,10
39,22
1,39
31,17
9,83
28,97
29,86
37,84
49,29
13,87
32,82
21,27
41,66
27,86
37,21
11,46
38,52
47,93
17,27
28,84
27,22
2,95
35,17
46,51
50,48
2,80
31,11
10,35
16,74
8,47
47,70
5,79
11,38
9,74
36,70
1,39
4,16
11,39
21,37
14,67
3,42
27,89
29,91
49,83
27,52
17,90
50,57
41,49
23,28
19,29
13,83
24,17
10,23
20,71
21,84
31,95
20,96
27,46
26,28
32,61
27,10
34,10
50,83
5,60
34,13
23,65
49,80
19,38
30,68
48,90
42,86
2,92
34,73
27,66
16,66
24,51
9,69
24,41
8,18
13,17
24,77
5,39
39,64
47,70
47,48
25,46
16,22
3,39
46,69
31,97
42,93
43,91
37,74
38,59
39,60
31,53
26,32
2,99
23,29
20,12
2,67
11,57
48,47
32,43
25,82
14,100
7,15
29,85
48,65
7,24
16,44
35,23
42,30
5,75
16,94
3,34
50,45
31,72
23,24
11,27
26,49
47,36
21,66
17,11
33,43
47,16
33,85
38,32
46,23
29,48
40,51
34,39
49,100
19,16
19,100
5,59
7,38
40,14
21,28
31,20
41,13
33,13
39,96
30,13
20,54
17,34
22,77
14,54
41,86
19,76
50,76
48,21
36,15
29,49
23,58
11,77
31,69
7,26
4,85
33,51
36,27
36,40
37,42
25,93
14,99
2,98
29,23
20,83
47,79
45,45
20,59
12,70
28,86
6,33
6,40
6,27
24,33
39,80
1,61
45,75
9,33
33,25
12,63
41,23
7,59
1,22
8,14
12,85
10,75
6,82
30,43
24,43
40,22
38,83
16,37
35,33
16,49
11,54
31,36
28,85
5,60
13,79
48,62
6,58
30,94
7,91
17,72
33,16
19,93
27,45
28,85
16,20
49,22
33,11
42,13
23,41
21,12
22,21
35,90
17,58
40,35
36,54
23,100
25,55
44,67
32,73
12,49
17,11
12,36
14,29
38,10
37,20
18,17
27,28
41,28
7,70
27,37
21,21
15,43
21,84
18,27
47,84
21,30
38,92
5,30
37,35
45,53
46,97
22,10
18,46
48,10
21,47
3,53
9,40
23,93
14,71
43,15
43,81
7,57
5,37
22,52
38,15
38,83
48,62
27,50
26,81
11,96
24,12
42,85
3,19
26,98
22,81
35,28
36,18
7,48
32,87
48,67
21,92
19,90
28,69
27,12
22,87
4,25
11,24
18,29
23,61
9,58
19,19
2,29
38,95
31,16
31,19
33,44
11,77
20,31
3,58
45,30
18,81
23,97
22,54
6,40
18,76
6,59
38,98
27,21
20,17
38,97
19,19
8,20
14,69
43,23
36,72
33,44
18,30
35,49
20,42
25,96
40,50
42,11
30,36
14,71
6,15
2,83
30,100
33,24
43,18
36,75
13,27
33,62
36,94
12,95
41,85
39,59
39,42
4,63
38,71
6,92
28,73
18,38
23,13
27,87
46,46
48,69
12,61
35,36
50,97
11,12
14,47
33,37
9,84
42,30
48,38
15,65
28,71
49,84
14,44
31,18
37,89
3,55
38,58
35,91
3,18
14,35
28,40
26,46
24,82
16,92
22,65
26,69
37,52
48,45
47,41
11,83
24,77
50,89
3,36
13,44
46,20
45,14
39,80
11,43
24,28
38,72
2,53
45,59
4,96
38,41
16,53
38,91
44,76
7,11
46,79
7,51
38,45
28,60
45,16
6,42
7,33
7,13
10,38
40,64
49,12
44,28
33,61
45,38
19,84
15,90
11,13
15,93
12,13
42,97
10,54
9,15
5,29
29,10
16,27
41,49
49,81
10,96
5,47
22,61
11,16
33,65
41,29
42,74
37,40
37,77
15,38
1,73
22,29
43,48
14,91
5,11
2,14
23,18
45,57
7,92
40,25
41,95
50,15
49,58
21,12
39,23
39,67
21,67
25,99
20,12
39,71
31,67
42,31
32,37
15,20
29,39
17,98
24,23
48,60
21,65
33,75
8,52
34,20
30,65
49,35
10,97
17,59
23,40
23,45
37,51
14,22
25,70
24,56
14,68
39,86
38,77
18,30
50,50
25,43
24,14
34,80
1,77
34,80
43,12
48,70
22,62
9,10
20,92
24,33
7,72
34,17
27,21
45,21
32,98
50,55
13,64
19,70
39,80
27,55
15,51
36,70
26,54
33,57
37,23
12,94
38,96
47,84
18,27
46,73
41,92
28,95
15,42
50,41
35,11
13,87
13,56
46,83
39,21
16,64
46,75
48,79
47,71
1,77
49,95
46,11
21,92
47,62
2,86
34,78
46,10
46,94
43,38
2,88
36,85
12,78
13,60
30,22
13,18
19,93
28,14
44,20
30,37
7,88
42,75
25,46
28,10
45,41
5,51
2,83
29,60
49,10
11,100
9,18
10,40
39,52
8,47
34,49
11,86
33,10
47,13
34,46
29,19
37,81
20,16
46,71
15,98
10,16
46,61
7,16
19,84
1,88
16,53
2,74
39,97
34,43
30,77
14,79
2,34
50,47
38,41
12,92
36,15
30,78
41,62
21,55
41,61
46,48
48,58
41,63
39,51
26,61
9,22
13,85
49,99
19,87
1,74
41,37
6,56
34,65
39,85
30,82
22,78
19,71
22,61
24,46
21,35
45,76
13,18
3,96
31,27
4,44
39,75
32,29
25,87
18,45
32,38
40,62
21,85
24,79
27,15
43,54
16,88
6,21
16,16
34,88
29,67
26,77
14,92
35,62
47,66
24,21
47,66
31,62
46,39
2,23
28,81
30,65
46,61
33,42
8,99
4,98
15,99
35,80
42,13
39,63
18,88
10,82
12,24
6,24
21,78
29,32
35,86
26,27
34,39
24,38
27,83
46,40
19,95
33,90
31,44
49,72
44,43
36,10
7,30
36,92
37,43
36,11
36,60
30,28
18,18
29,23
27,58
13,81
8,45
8,33
3,15
16,77
47,75
9,73
24,71
11,54
8,84
5,73
49,77
13,16
47,88
38,13
47,29
23,24
16,37
5,34
7,87
8,48
23,83
6,85
37,97
50,69
19,47
38,21
11,95
42,41
8,78
24,47
27,65
47,75
21,73
16,38
17,30
27,47
8,33
5,77
48,72
22,53
27,36
49,70
31,31
40,95
26,97
1,44
2,64
1,10
17,17
39,65
24,19
11,60
20,15
8,11
45,30
39,30
39,30
47,79
31,88
8,26
23,60
32,11
40,92
43,23
15,77
22,70
23,56
31,22
35,64
33,65
27,80
9,38
34,64
24,95
35,92
25,96
39,21
20,71
15,21
46,89
50,47
34,43
21,58
50,24
20,89
43,56
1,71
20,19
20,13
45,84
4,72
18,38
14,83
25,83
10,21
44,54
23,61
40,70
4,92
7,62
16,59
41,79
6,51
39,93
6,15
46,77
45,23
13,63
46,33
30,42
39,55
11,65
18,83
42,32
41,19
26,80
8,82
9,34
4,34
42,97
35,49
30,95
21,45
46,78
14,61
30,14
2,53
23,62
27,46
6,73
16,97
22,54
11,80
35,74
39,48
1,32
3,55
48,95
18,71
16,16
34,31
40,22
28,65
35,31
49,40
23,99
38,25
48,65
49,14
25,42
40,41
21,23
1,28
26,91
31,26
40,69
35,100
42,78
25,56
37,59
6,26
35,59
35,40
49,21
17,64
37,91
6,62
30,41
25,99
1,34
19,45
7,57
14,43
21,48
9,12
47,59
1,45
48,100
20,53
2,17
11,28
34,38
39,64
39,12
10,60
25,53
45,65
6,42
25,80
8,41
48,28
23,92
11,83
33,83
21,19
34,14
38,47
43,57
49,57
13,39
18,37
15,100
30,52
7,36
14,97
11,99
29,83
1,56
46,91
45,63
27,28
49,36
24,70
7,43
1,94
17,16
38,16
4,68
19,36
5,63
4,10
30,76
25,22
21,56
10,78
16,76
30,15
41,58
1,93
16,14
40,13
37,15
15,37
24,86
27,53
8,66
48,27
14,13
3,15
43,58
25,58
10,92
31,92
22,53
5,93
7,41
6,68
43,89
48,97
12,79
49,21
19,19
18,62
46,82
16,45
28,71
25,57
23,43
45,41
14,45
14,93
10,42
34,21
32,84
41,32
42,80
12,11
2,12
16,82
35,99
47,61
37,65
38,97
20,11
5,28
38,76
25,83
25,66
2,47
8,26
49,61
36,77
49,90
36,95
5,29
29,13
12,45
5,57
15,57
6,71
30,15
31,67
36,77
32,95
3,73
8,34
33,70
2,59
30,41
13,83
17,46
32,46
7,69
7,49
17,68
15,26
2,78
22,65
32,74
20,76
30,65
41,63
50,85
33,18
8,80
9,75
32,77
7,70
12,73
40,32
29,93
10,58
5,83
44,67
9,99
11,14
15,55
45,35
15,32
47,71
22,37
25,48
4,15
4,50
20,88
4,66
27,54
41,43
20,97
41,81
31,97
12,28
44,32
22,68
48,89
32,12
35,77
35,22
12,19
45,60
8,50
42,91
24,40
34,50
6,27
48,98
3,81
39,90
43,37
24,81
47,58
13,37
12,84
13,61
16,79
21,59
50,95
10,59
44,62
8,76
15,75
36,20
14,10
29,14
20,37
30,54
5,52
18,61
46,97
18,40
36,59
13,22
24,71
34,29
23,87
27,77
40,24
15,94
8,21
12,65
4,59
4,50
47,41
13,49
21,26
9,28
40,10
13,10
17,74
33,57
43,94
37,51
29,91
2,87
3,76
14,64
13,52
21,74
43,70
16,38
31,11
48,33
2,50
4,78
8,52
45,12
41,35
25,50
33,59
19,53
4,87
25,55
7,17
43,98
37,89
5,73
24,46
30,79
48,95
8,68
17,40
6,81
44,64
48,80
33,25
12,36
16,93
15,46
44,74
12,50
3,33
37,92
7,12
49,36
41,61
38,77
5,29
23,29
1,50
41,50
13,47
33,70
7,84
9,30
26,91
37,15
13,10
47,49
50,79
40,12
23,60
34,88
23,91
26,60
32,100
42,60
27,18
25,19
13,14
40,81
50,94
28,93
22,80
19,27
14,40
40,33
16,57
28,90
24,48
48,18
29,77
18,23
47,88
12,98
46,90
17,61
7,59
47,52
7,88
35,52
29,80
26,26
11,78
40,28
36,19
35,36
30,99
40,10
46,19
1,39
12,37
50,62
16,66
19,43
10,85
39,63
27,10
13,50
9,72
32,86
8,90
33,49
4,57
16,54
31,95
24,34
22,54
18,66
19,83
50,69
38,61
4,24
13,77
38,41
39,72
40,40
33,53
31,67
47,37
12,53
14,63
20,52
30,31
15,56
34,93
38,30
22,96
37,96
16,28
7,43
38,89
46,75
5,91
19,25
6,79
39,84
39,33
22,22
25,80
33,41
47,29
1,98
14,76
40,18
38,11
22,65
9,69
11,24
42,63
49,21
4,62
24,42
11,67
36,47
45,19
4,99
32,78
25,54
28,53
22,25
24,47
34,65
40,68
15,75
45,70
49,59
36,100
37,56
14,54
24,51
17,16
24,15
8,50
7,100
44,95
8,43
47,44
21,11
17,80
23,58
36,66
23,47
4,15
17,91
15,20
43,63
15,73
18,80
30,17
2,58
24,20
43,60
17,65
28,27
42,66
31,91
10,39
20,30
49,93
42,14
42,99
29,70
18,63
49,14
17,25
41,61
34,57
17,19
21,62
31,81
44,52
44,30
4,70
38,79
46,23
15,63
22,95
44,51
9,15
35,24
22,76
17,77
29,68
9,44
4,33
26,90
44,51
21,83
2,30
20,82
7,19
42,13
5,83
1,49
16,67
32,66
41,76
44,25
12,35
15,23
32,29
26,74
36,23
46,57
29,16
8,48
46,23
2,19
8,17
41,87
37,42
36,31
50,69
4,100
22,32
26,69
30,80
21,91
45,48
40,14
27,29
49,44
28,45
9,23
9,96
46,28
12,32
41,76
19,41
20,73
10,86
6,97
10,58
38,51
27,93
40,43
10,27
27,86
39,86
40,39
39,63
47,85
10,14
26,51
8,83
49,92
37,95
32,78
42,19
11,32
16,52
24,60
41,87
8,24
25,62
50,64
6,13
28,62
37,20
2,24
9,90
25,16
49,91
34,71
46,41
8,12
43,65
25,65
38,24
25,40
43,65
1,94
7,22
32,72
2,54
16,51
10,32
4,35
3,45
49,43
14,80
18,34
43,61
47,45
38,12
8,37
23,43
19,27
18,28
7,68
47,52
16,88
50,60
40,25
33,65
16,55
29,52
21,24
39,92
10,85
3,75
3,95
45,31
26,99
50,84
15,50
7,67
46,40
49,48
11,60
23,37
32,99
22,99
8,76
7,53
8,48
45,64
37,86
42,28
41,56
48,32
29,76
1,86
46,85
40,71
41,71
4,84
19,36
37,84
24,61
8,22
32,74
9,81
3,23
45,63
23,91
4,82
8,43
18,89
50,40
19,17
10,26
8,88
1,80
16,25
46,39
23,87
39,100
45,99
22,21
27,56
40,88
49,29
27,38
36,39
20,42
40,32
16,38
19,92
14,82
27,43
6,29
23,33
1,48
13,91
36,75
36,17
41,32
26,89
18,62
35,43
25,44
3,82
16,50
46,14
41,62
35,65
32,27
32,28
5,27
27,44
21,50
40,52
23,18
29,89
35,94
43,19
7,38
3,15
12,77
50,11
6,66
18,37
26,69
38,13
26,43
14,90
9,94
46,63
6,57
19,25
21,69
47,78
1,63
9,91
18,44
16,89
43,80
23,10
16,23
40,31
12,75
27,61
46,18
49,69
30,64
7,13
48,94
12,98
31,85
22,13
6,31
32,98
13,22
4,82
16,96
14,39
34,50
30,77
26,26
40,46
40,46
21,45
48,76
9,47
50,92
44,73
13,59
40,51
50,19
13,40
21,87
12,54
41,88
39,94
33,16
40,64
30,74
49,16
6,74
5,42
27,63
2,90
29,59
30,72
13,54
34,31
31,22
33,48
40,21
11,12
31,56
27,16
17,33
16,100
45,21
23,77
47,26
3,73
46,79
36,41
11,99
2,44
10,24
15,99
33,72
15,33
40,35
31,35
27,32
22,76
16,65
24,36
5,58
18,50
50,52
33,31
31,89
49,33
8,65
36,49
46,12
9,64
17,39
40,19
17,96
18,94
40,46
35,21
35,86
45,84
32,11
9,94
47,87
27,83
13,50
39,46
20,75
25,41
30,48
14,49
40,40
39,77
50,60
26,73
6,70
7,88
5,23
27,86
25,74
30,55
43,70
7,78
24,99
34,67
11,90
25,57
4,81
31,77
8,34
35,30
30,54
18,82
29,34
10,72
3,72
25,47
49,24
29,97
50,30
47,11
41,21
35,67
28,61
25,29
25,91
1,60
7,49
1,63
47,56
18,96
14,59
35,72
9,62
39,20
5,34
13,98
9,52
39,79
8,27
1,56
47,57
7,39
8,48
28,78
5,57
39,75
22,81
25,14
20,11
2,93
24,21
35,62
28,51
19,17
27,63
27,45
48,89
43,30
21,12
10,88
44,71
14,60
34,12
33,87
32,64
17,42
24,69
39,95
33,92
31,13
27,50
39,11
4,88
44,73
29,88
20,89
43,93
42,59
47,37
48,56
16,38
3,12
25,32
44,76
45,92
8,18
21,17
31,96
44,35
42,88
19,59
22,95
9,69
35,51
44,37
15,54
37,73
16,52
36,53
27,98
7,93
30,82
44,51
26,67
3,57
20,30
35,35
11,93
41,28
8,32
47,18
6,31
38,92
1,64
4,66
14,26
18,49
33,32
38,25
42,64
50,95
36,58
20,47
46,52
8,35
43,51
45,36
28,24
17,13
1,64
44,77
22,20
28,13
33,64
15,31
42,56
28,45
18,98
49,99
10,80
41,30
44,75
2,63
12,88
10,24
43,19
30,87
18,61
11,56
14,85
27,70
31,47
36,53
26,89
21,32
14,16
19,96
13,21
45,21
1,90
50,14
43,39
49,49
50,27
32,31
41,16
8,74
10,45
9,33
36,74
5,69
43,97
15,29
35,71
7,78
15,24
8,55
30,98
36,30
30,96
24,84
30,41
5,65
41,59
47,83
1,78
12,94
36,80
15,14
39,64
10,96
3,75
42,42
19,98
9,14
12,74
21,24
37,43
31,44
43,17
3,99
27,94
4,33
50,98
34,38
48,56
19,15
42,60
45,75
43,18
47,64
22,71
29,50
28,71
19,54
26,88
30,55
18,19
26,100
31,30
30,77
44,97
24,31
15,15
34,71
2,90
39,41
43,93
31,42
15,19
44,51
36,39
28,40
29,85
19,88
24,42
21,100
29,12
9,39
13,50
8,58
22,71
21,58
43,27
50,88
3,85
30,13
9,28
41,89
32,82
44,97
36,54
34,51
45,87
13,90
20,48
41,87
45,56
28,21
24,54
37,66
43,93
26,36
36,52
27,35
12,45
27,54
36,98
22,63
3,89
50,28
23,51
24,77
43,30
27,30
41,17
36,22
27,21
48,40
18,73
38,71
17,57
13,94
19,51
19,16
49,45
21,37
20,17
16,31
46,70
17,32
15,49
2,67
10,31
12,23
28,90
3,85
32,31
36,50
19,29
16,97
46,100
34,28
4,57
50,47
42,86
49,59
32,31
36,59
24,42
37,10
21,21
33,68
10,44
9,38
36,95
17,63
18,25
32,13
33,25
40,81
15,14
7,28
31,27
26,68
50,95
17,18
36,68
34,65
31,76
41,47
36,100
5,46
19,40
28,96
18,50
16,49
28,12
42,14
33,78
11,70
7,85
19,90
33,32
31,77
10,32
50,87
39,73
16,92
50,87
7,86
4,75
48,99
30,32
36,58
36,65
39,82
26,34
15,56
5,30
36,82
8,37
10,30
31,88
41,66
15,89
22,55
13,69
9,24
33,35
35,68
44,19
38,38
42,36
8,68
46,24
49,41
39,60
39,16
18,62
14,73
28,61
7,68
14,78
39,58
6,96
26,94
8,61
35,55
49,63
26,32
2,57
42,55
5,19
35,38
13,95
39,98
14,60
12,80
41,32
20,93
36,82
6,49
21,93
44,83
47,86
48,61
34,14
12,54
18,96
28,96
19,70
16,36
42,25
32,22
9,79
34,27
34,32
18,73
8,92
25,37
1,84
36,42
20,85
3,78
13,81
25,100
50,79
24,29
30,20
23,69
43,40
21,45
33,68
15,37
3,19
20,58
2,32
45,16
43,77
11,43
35,31
38,62
38,73
32,25
49,46
29,11
39,29
37,42
40,92
44,22
44,84
15,27
16,69
18,41
19,52
26,61
42,14
24,80
48,73
2,18
47,74
27,56
36,97
13,76
12,35
6,71
11,37
49,10
1,67
35,88
25,94
48,66
16,61
29,95
46,38
5,16
28,63
48,24
8,90
31,28
11,59
30,43
15,88
24,14
29,27
22,100
8,75
3,24
32,59
44,87
15,28
29,65
24,27
19,88
15,69
39,58
40,45
14,55
45,65
19,16
28,84
32,66
34,49
41,38
3,58
29,75
34,18
40,11
24,47
42,33
42,84
33,65
16,51
44,50
27,81
42,53
46,20
25,65
46,93
21,54
20,72
5,34
15,11
38,44
33,69
2,68
15,29
15,89
25,30
32,10
38,37
7,19
3,55
2,48
4,96
2,11
1,81
2,41
30,76
43,44
25,94
45,88
23,59
22,25
25,33
11,69
2,78
28,84
29,19
26,41
31,100
4,76
13,76
47,73
7,94
18,69
28,12
50,22
20,59
3,49
43,39
25,99
13,13
50,93
35,100
21,52
23,65
47,24
14,100
13,62
50,96
4,16
40,73
44,62
14,65
12,51
6,79
24,46
30,56
22,99
7,54
8,43
36,52
16,13
16,19
15,50
10,76
5,43
50,15
20,96
37,47
22,53
22,76
20,59
48,69
48,38
25,27
47,20
21,94
5,27
48,46
23,41
24,85
21,60
27,66
1,38
14,92
10,43
49,33
50,46
9,68
31,12
11,71
38,88
34,67
15,35
8,26
4,50
3,97
23,36
47,38
25,84
29,95
27,89
38,73
31,100
43,62
39,86
38,63
16,86
34,19
3,73
32,71
24,79
25,11
44,24
18,25
7,78
7,81
20,91
50,13
44,83
50,77
39,41
25,15
25,13
47,95
33,56
36,44
49,77
5,80
28,62
50,62
11,84
8,39
38,73
13,86
47,38
38,13
1,23
43,93
14,29
8,98
22,25
48,59
50,14
23,36
4,76
48,86
45,39
42,86
20,17
29,98
1,95
5,70
30,75
26,74
34,36
43,75
44,52
15,68
1,19
23,31
19,13
21,40
16,90
12,47
46,11
44,32
36,88
9,47
50,35
26,85
41,64
13,16
44,58
15,64
46,64
37,96
11,24
17,29
7,81
18,36
39,66
18,74
19,76
15,56
38,81
13,25
26,42
22,89
19,79
35,60
4,18
18,39
11,39
28,92
18,17
27,16
9,72
44,46
15,98
19,12
33,13
34,57
22,55
37,85
27,56
39,94
11,99
46,44
38,75
40,72
11,14
24,66
14,54
49,18
24,40
42,69
30,15
32,100
12,14
6,82
22,51
3,86
7,68
5,89
46,29
23,88
24,22
50,50
28,44
7,49
20,36
44,15
37,85
6,72
16,20
37,61
12,15
42,78
20,66
39,54
35,17
30,81
40,80
4,32
6,63
3,85
30,27
37,38
15,17
1,98
41,33
48,86
22,99
10,98
43,43
15,34
15,12
37,93
44,66
25,23
12,97
33,11
18,38
38,47
37,27
1,46
37,73
44,99
13,52
18,55
10,54
38,53
20,28
26,12
3,52
13,56
15,27
47,15
37,25
44,28
38,14
32,41
32,11
15,34
26,57
7,13
7,40
20,65
24,74
3,81
28,39
30,29
33,86
35,90
8,39
40,85
40,46
32,12
26,53
42,48
1,90
4,32
11,86
36,56
20,54
2,95
24,99
40,18
5,43
3,92
9,99
12,18
38,94
39,52
47,89
25,30
26,11
4,77
6,99
17,100
44,38
31,12
8,16
28,42
39,38
48,34
47,56
11,42
47,36
6,69
25,31
8,83
16,70
47,19
31,80
18,37
25,48
6,92
32,49
40,38
23,19
5,81
5,73
39,84
18,86
26,95
43,33
24,68
48,75
23,89
18,99
19,30
31,86
1,82
45,45
47,67
15,15
48,30
39,28
38,27
32,75
19,39
24,37
29,13
26,44
16,52
4,19
25,61
49,85
38,53
29,78
14,69
27,80
17,74
32,51
38,99
16,70
4,47
35,85
10,51
34,54
21,56
48,35
34,12
47,31
34,33
11,81
5,59
48,81
48,19
23,60
43,43
29,62
39,73
31,37
29,24
36,73
5,30
50,79
27,29
47,36
13,88
45,100
32,91
39,44
28,37
29,35
2,45
37,34
20,47
27,61
10,22
9,16
17,48
27,92
9,31
10,62
45,64
44,16
44,97
28,13
8,20
